transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000001,card_number_1,Demo Merchant_Name 1,credit,63.7,GBP,2026-03-02,False,DE
ID000002,card_number_2,Demo Merchant_Name 2,credit,77.4,EUR,2026-03-03,False,TN
ID000003,card_number_3,Demo Merchant_Name 3,retail,91.1,GBP,2026-03-04,False,DE
ID000004,card_number_4,Demo Merchant_Name 4,customer,104.8,USD,2026-03-05,False,DE
ID000005,card_number_5,Demo Merchant_Name 5,customer,118.5,EUR,2026-03-06,False,FR
ID000006,card_number_6,Demo Merchant_Name 6,customer,132.2,USD,2026-03-07,False,US
ID000007,card_number_7,Demo Merchant_Name 7,customer,145.9,GBP,2026-03-08,True,DE
ID000008,card_number_8,Demo Merchant_Name 8,customer,159.6,EUR,2026-03-09,False,FR
ID000009,card_number_9,Demo Merchant_Name 9,retail,173.3,USD,2026-03-10,False,US
ID000010,card_number_10,Demo Merchant_Name 10,risk,187.0,GBP,2026-03-11,False,FR
ID000011,card_number_11,Demo Merchant_Name 11,customer,200.7,USD,2026-03-12,False,TN
ID000012,card_number_12,Demo Merchant_Name 12,retail,214.4,USD,2026-03-13,False,DE
ID000013,card_number_13,Demo Merchant_Name 13,risk,228.1,EUR,2026-03-14,False,DE
ID000014,card_number_14,Demo Merchant_Name 14,credit,241.8,EUR,2026-03-15,True,DE
ID000015,card_number_15,Demo Merchant_Name 15,operations,255.5,EUR,2026-03-16,False,DE
ID000016,card_number_16,Demo Merchant_Name 16,risk,269.2,EUR,2026-03-17,False,US
ID000017,card_number_17,Demo Merchant_Name 17,retail,282.9,EUR,2026-03-18,False,FR
ID000018,card_number_18,Demo Merchant_Name 18,operations,296.6,USD,2026-03-19,False,FR
ID000019,card_number_19,Demo Merchant_Name 19,retail,310.3,EUR,2026-03-20,False,TN
ID000020,card_number_20,Demo Merchant_Name 20,risk,324.0,EUR,2026-03-21,False,DE
ID000021,card_number_21,Demo Merchant_Name 21,risk,337.7,EUR,2026-03-22,True,FR
ID000022,card_number_22,Demo Merchant_Name 22,retail,351.4,USD,2026-03-23,False,DE
ID000023,card_number_23,Demo Merchant_Name 23,credit,365.1,GBP,2026-03-24,False,TN
ID000024,card_number_24,Demo Merchant_Name 24,retail,378.8,EUR,2026-03-25,False,TN
ID000025,card_number_25,Demo Merchant_Name 25,customer,392.5,USD,2026-03-26,False,TN
