transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000001,card_number_1,Demo Merchant_Name 1,retail,63.7,EUR,2026-03-02,False,TN
ID000002,card_number_2,Demo Merchant_Name 2,credit,77.4,GBP,2026-03-03,False,DE
ID000003,card_number_3,Demo Merchant_Name 3,retail,91.1,EUR,2026-03-04,False,FR
ID000004,card_number_4,Demo Merchant_Name 4,credit,104.8,GBP,2026-03-05,False,TN
ID000005,card_number_5,Demo Merchant_Name 5,risk,118.5,EUR,2026-03-06,False,TN
ID000006,card_number_6,Demo Merchant_Name 6,risk,132.2,GBP,2026-03-07,False,US
ID000007,card_number_7,Demo Merchant_Name 7,customer,145.9,GBP,2026-03-08,True,DE
ID000008,card_number_8,Demo Merchant_Name 8,retail,159.6,EUR,2026-03-09,False,TN
ID000009,card_number_9,Demo Merchant_Name 9,credit,173.3,GBP,2026-03-10,False,US
ID000010,card_number_10,Demo Merchant_Name 10,customer,187.0,GBP,2026-03-11,False,DE
ID000011,card_number_11,Demo Merchant_Name 11,risk,200.7,GBP,2026-03-12,False,DE
ID000012,card_number_12,Demo Merchant_Name 12,operations,214.4,EUR,2026-03-13,False,FR
ID000013,card_number_13,Demo Merchant_Name 13,customer,228.1,USD,2026-03-14,False,TN
ID000014,card_number_14,Demo Merchant_Name 14,retail,241.8,EUR,2026-03-15,True,FR
ID000015,card_number_15,Demo Merchant_Name 15,operations,255.5,EUR,2026-03-16,False,DE
ID000016,card_number_16,Demo Merchant_Name 16,retail,269.2,USD,2026-03-17,False,US
ID000017,card_number_17,Demo Merchant_Name 17,credit,282.9,EUR,2026-03-18,False,US
ID000018,card_number_18,Demo Merchant_Name 18,operations,296.6,USD,2026-03-19,False,TN
ID000019,card_number_19,Demo Merchant_Name 19,operations,310.3,EUR,2026-03-20,False,US
ID000020,card_number_20,Demo Merchant_Name 20,retail,324.0,EUR,2026-03-21,False,FR
ID000021,card_number_21,Demo Merchant_Name 21,operations,337.7,GBP,2026-03-22,True,DE
ID000022,card_number_22,Demo Merchant_Name 22,risk,351.4,GBP,2026-03-23,False,TN
ID000023,card_number_23,Demo Merchant_Name 23,retail,365.1,EUR,2026-03-24,False,US
ID000024,card_number_24,Demo Merchant_Name 24,credit,378.8,EUR,2026-03-25,False,TN
ID000025,card_number_25,Demo Merchant_Name 25,operations,392.5,USD,2026-03-26,False,DE
ID000026,card_number_26,Demo Merchant_Name 26,customer,406.2,EUR,2026-03-27,False,DE
ID000027,card_number_27,Demo Merchant_Name 27,operations,419.9,EUR,2026-03-28,False,FR
ID000028,card_number_28,Demo Merchant_Name 28,risk,433.6,USD,2026-03-01,True,TN
ID000029,card_number_29,Demo Merchant_Name 29,risk,447.3,GBP,2026-03-02,False,FR
ID000030,card_number_30,Demo Merchant_Name 30,credit,461.0,USD,2026-03-03,False,DE
ID000031,card_number_31,Demo Merchant_Name 31,customer,474.7,EUR,2026-03-04,False,US
ID000032,card_number_32,Demo Merchant_Name 32,credit,488.4,GBP,2026-03-05,False,TN
ID000033,card_number_33,Demo Merchant_Name 33,operations,502.1,USD,2026-03-06,False,FR
ID000034,card_number_34,Demo Merchant_Name 34,retail,515.8,GBP,2026-03-07,False,DE
ID000035,card_number_35,Demo Merchant_Name 35,credit,529.5,EUR,2026-03-08,True,DE
ID000036,card_number_36,Demo Merchant_Name 36,risk,543.2,EUR,2026-03-09,False,FR
ID000037,card_number_37,Demo Merchant_Name 37,risk,556.9,EUR,2026-03-10,False,DE
ID000038,card_number_38,Demo Merchant_Name 38,credit,570.6,EUR,2026-03-11,False,FR
ID000039,card_number_39,Demo Merchant_Name 39,operations,584.3,USD,2026-03-12,False,FR
ID000040,card_number_40,Demo Merchant_Name 40,risk,598.0,GBP,2026-03-13,False,DE
ID000041,card_number_41,Demo Merchant_Name 41,credit,611.7,EUR,2026-03-14,False,US
ID000042,card_number_42,Demo Merchant_Name 42,retail,625.4,EUR,2026-03-15,True,DE
ID000043,card_number_43,Demo Merchant_Name 43,operations,639.1,GBP,2026-03-16,False,DE
ID000044,card_number_44,Demo Merchant_Name 44,customer,652.8,USD,2026-03-17,False,US
ID000045,card_number_45,Demo Merchant_Name 45,customer,666.5,USD,2026-03-18,False,DE
ID000046,card_number_46,Demo Merchant_Name 46,retail,680.2,USD,2026-03-19,False,DE
ID000047,card_number_47,Demo Merchant_Name 47,risk,693.9,GBP,2026-03-20,False,DE
ID000048,card_number_48,Demo Merchant_Name 48,retail,707.6,USD,2026-03-21,False,US
ID000049,card_number_49,Demo Merchant_Name 49,retail,721.3,EUR,2026-03-22,True,DE
ID000050,card_number_50,Demo Merchant_Name 50,customer,735.0,USD,2026-03-23,False,TN
ID000051,card_number_51,Demo Merchant_Name 51,operations,748.7,EUR,2026-03-24,False,FR
ID000052,card_number_52,Demo Merchant_Name 52,operations,762.4,GBP,2026-03-25,False,TN
ID000053,card_number_53,Demo Merchant_Name 53,operations,776.1,USD,2026-03-26,False,US
ID000054,card_number_54,Demo Merchant_Name 54,risk,789.8,USD,2026-03-27,False,US
ID000055,card_number_55,Demo Merchant_Name 55,customer,803.5,EUR,2026-03-28,False,US
ID000056,card_number_56,Demo Merchant_Name 56,customer,817.2,EUR,2026-03-01,True,US
ID000057,card_number_57,Demo Merchant_Name 57,customer,830.9,GBP,2026-03-02,False,TN
ID000058,card_number_58,Demo Merchant_Name 58,credit,844.6,EUR,2026-03-03,False,US
ID000059,card_number_59,Demo Merchant_Name 59,operations,858.3,USD,2026-03-04,False,US
ID000060,card_number_60,Demo Merchant_Name 60,customer,872.0,GBP,2026-03-05,False,US
ID000061,card_number_61,Demo Merchant_Name 61,credit,885.7,GBP,2026-03-06,False,DE
ID000062,card_number_62,Demo Merchant_Name 62,operations,899.4,GBP,2026-03-07,False,DE
ID000063,card_number_63,Demo Merchant_Name 63,risk,913.1,EUR,2026-03-08,True,TN
ID000064,card_number_64,Demo Merchant_Name 64,operations,926.8,EUR,2026-03-09,False,DE
ID000065,card_number_65,Demo Merchant_Name 65,customer,940.5,USD,2026-03-10,False,TN
ID000066,card_number_66,Demo Merchant_Name 66,credit,954.2,USD,2026-03-11,False,FR
ID000067,card_number_67,Demo Merchant_Name 67,credit,967.9,EUR,2026-03-12,False,TN
ID000068,card_number_68,Demo Merchant_Name 68,retail,981.6,EUR,2026-03-13,False,DE
ID000069,card_number_69,Demo Merchant_Name 69,credit,995.3,USD,2026-03-14,False,DE
ID000070,card_number_70,Demo Merchant_Name 70,retail,1009.0,GBP,2026-03-15,True,US
ID000071,card_number_71,Demo Merchant_Name 71,customer,1022.7,EUR,2026-03-16,False,US
ID000072,card_number_72,Demo Merchant_Name 72,retail,1036.4,GBP,2026-03-17,False,TN
ID000073,card_number_73,Demo Merchant_Name 73,customer,1050.1,GBP,2026-03-18,False,TN
ID000074,card_number_74,Demo Merchant_Name 74,operations,1063.8,EUR,2026-03-19,False,DE
ID000075,card_number_75,Demo Merchant_Name 75,customer,1077.5,EUR,2026-03-20,False,FR
ID000076,card_number_76,Demo Merchant_Name 76,risk,1091.2,GBP,2026-03-21,False,DE
ID000077,card_number_77,Demo Merchant_Name 77,credit,1104.9,USD,2026-03-22,True,DE
ID000078,card_number_78,Demo Merchant_Name 78,risk,1118.6,USD,2026-03-23,False,FR
ID000079,card_number_79,Demo Merchant_Name 79,customer,1132.3,USD,2026-03-24,False,TN
ID000080,card_number_80,Demo Merchant_Name 80,retail,1146.0,GBP,2026-03-25,False,TN
ID000081,card_number_81,Demo Merchant_Name 81,credit,1159.7,EUR,2026-03-26,False,TN
ID000082,card_number_82,Demo Merchant_Name 82,risk,1173.4,GBP,2026-03-27,False,US
ID000083,card_number_83,Demo Merchant_Name 83,risk,1187.1,EUR,2026-03-28,False,FR
ID000084,card_number_84,Demo Merchant_Name 84,risk,1200.8,GBP,2026-03-01,True,US
ID000085,card_number_85,Demo Merchant_Name 85,credit,1214.5,GBP,2026-03-02,False,US
ID000086,card_number_86,Demo Merchant_Name 86,customer,1228.2,GBP,2026-03-03,False,DE
ID000087,card_number_87,Demo Merchant_Name 87,risk,1241.9,EUR,2026-03-04,False,DE
ID000088,card_number_88,Demo Merchant_Name 88,risk,1255.6,GBP,2026-03-05,False,FR
ID000089,card_number_89,Demo Merchant_Name 89,risk,1269.3,EUR,2026-03-06,False,DE
ID000090,card_number_90,Demo Merchant_Name 90,customer,1283.0,EUR,2026-03-07,False,DE
ID000091,card_number_91,Demo Merchant_Name 91,customer,1296.7,GBP,2026-03-08,True,FR
ID000092,card_number_92,Demo Merchant_Name 92,customer,1310.4,USD,2026-03-09,False,TN
ID000093,card_number_93,Demo Merchant_Name 93,customer,1324.1,EUR,2026-03-10,False,TN
ID000094,card_number_94,Demo Merchant_Name 94,customer,1337.8,USD,2026-03-11,False,US
ID000095,card_number_95,Demo Merchant_Name 95,credit,1351.5,EUR,2026-03-12,False,US
ID000096,card_number_96,Demo Merchant_Name 96,credit,1365.2,GBP,2026-03-13,False,FR
ID000097,card_number_97,Demo Merchant_Name 97,risk,1378.9,USD,2026-03-14,False,TN
ID000098,card_number_98,Demo Merchant_Name 98,customer,1392.6,GBP,2026-03-15,True,FR
ID000099,card_number_99,Demo Merchant_Name 99,risk,1406.3,GBP,2026-03-16,False,FR
ID000100,card_number_100,Demo Merchant_Name 100,customer,1420.0,EUR,2026-03-17,False,US
